Name,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,ManagerID,TerminationDate
Justin Daugherty,37,No,Travel_Rarely,Sales,9,2,Marketing,1787,2,Male,2,Sales Executive,2,Married,4189,1,No,3,1,2,2,3,5,0,1048,
Troy Nguyen,46,No,Travel_Rarely,Research & Development,2,4,Medical,1789,3,Male,3,Research Director,4,Divorced,19328,7,Yes,3,3,1,3,3,2,2,671,
Billy Mora,36,No,Travel_Rarely,Research & Development,10,3,Life Sciences,1790,4,Male,3,Healthcare Representative,1,Married,8321,7,Yes,3,4,1,1,3,12,5,905,
Stephen Smith,44,Yes,Travel_Frequently,Research & Development,1,2,Medical,1792,3,Male,3,Research Scientist,2,Divorced,2342,1,Yes,3,3,3,2,2,5,2,336,2023-02-23
Robert Davis,37,No,Travel_Rarely,Human Resources,8,2,Other,1794,3,Male,3,Human Resources,2,Divorced,4071,2,No,3,3,0,4,2,10,4,731,
Nathaniel Ellis,35,Yes,Travel_Rarely,Sales,27,3,Life Sciences,1797,3,Male,3,Sales Executive,4,Single,5813,1,Yes,3,4,0,2,3,10,7,1676,2023-08-14
Chad Larson,33,No,Travel_Rarely,Research & Development,8,4,Life Sciences,1798,4,Male,4,Research Scientist,1,Married,3143,6,No,3,2,1,1,3,10,7,820,
Richard Hill,28,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1799,3,Male,3,Research Scientist,4,Married,2044,1,No,3,3,1,6,4,5,0,1288,
Timothy Perez,39,No,Travel_Rarely,Research & Development,10,1,Medical,1800,3,Male,3,Research Director,3,Single,13464,7,No,4,3,0,3,3,4,2,1520,
Todd Vazquez,46,No,Non-Travel,Sales,26,2,Life Sciences,1801,2,Male,2,Sales Executive,2,Single,7991,8,No,3,3,0,3,3,2,2,568,
Kelsey Snyder,40,No,Travel_Rarely,Research & Development,2,2,Life Sciences,1802,3,Female,3,Laboratory Technician,1,Married,3377,4,No,3,4,1,5,2,4,0,374,
Matthew Riddle,42,No,Travel_Rarely,Research & Development,13,3,Medical,1803,2,Male,4,Healthcare Representative,1,Married,5538,5,No,3,3,2,2,2,0,0,376,
Robert Hart,35,No,Non-Travel,Research & Development,2,2,Medical,1804,2,Male,3,Manufacturing Director,4,Divorced,5762,2,No,3,3,1,6,3,7,1,253,
Alexander Wilson,38,No,Non-Travel,Human Resources,2,3,Human Resources,1805,1,Male,3,Human Resources,2,Divorced,2592,5,No,3,4,3,3,3,11,3,1625,
Dustin Harris,34,Yes,Travel_Frequently,Research & Development,9,4,Life Sciences,1807,4,Male,3,Laboratory Technician,1,Married,5346,4,No,3,3,1,3,2,7,0,787,2021-04-11
Martin Hancock,37,Yes,Travel_Rarely,Research & Development,10,4,Medical,1809,4,Male,3,Manufacturing Director,1,Single,4213,1,No,3,2,0,4,1,10,0,1321,2021-06-28
Lance Cox,39,No,Travel_Frequently,Sales,20,3,Life Sciences,1812,3,Male,3,Sales Executive,4,Divorced,4127,2,No,3,4,1,6,3,2,2,776,
Kevin Matthews,43,No,Non-Travel,Research & Development,9,3,Life Sciences,1813,1,Male,3,Research Scientist,3,Single,2438,4,No,3,3,0,2,2,3,1,1116,
Justin Riggs,41,No,Travel_Rarely,Research & Development,5,3,Life Sciences,1814,2,Male,4,Healthcare Representative,2,Single,6870,3,No,3,1,0,3,1,3,1,1306,
Tonya Ramirez,41,No,Travel_Rarely,Sales,4,1,Marketing,1815,3,Female,3,Sales Executive,3,Divorced,10447,0,Yes,3,4,1,3,4,22,13,473,
Emily Taylor,30,No,Travel_Rarely,Research & Development,10,3,Medical,1816,1,Female,3,Manufacturing Director,3,Single,9667,9,No,3,2,0,3,3,7,0,429,
Karen Brennan,26,Yes,Travel_Rarely,Human Resources,20,2,Medical,1818,4,Female,3,Human Resources,2,Married,2148,0,Yes,3,3,0,3,3,5,1,1408,2023-07-05
Meredith Garcia,46,Yes,Travel_Rarely,Research & Development,21,2,Medical,1821,4,Female,3,Healthcare Representative,2,Married,8926,4,No,4,4,1,2,4,9,3,1334,2019-06-08
Carrie Weeks,40,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1822,3,Female,3,Healthcare Representative,4,Divorced,6513,4,No,3,4,1,3,3,5,0,505,
Christopher Ross,34,No,Travel_Rarely,Sales,8,2,Technical Degree,1823,2,Male,4,Sales Executive,3,Married,6799,1,No,4,3,2,5,3,10,4,1527,
Casey Mckenzie,58,No,Non-Travel,Sales,2,3,Medical,1824,2,Male,3,Manager,2,Divorced,16291,4,No,4,4,1,0,2,16,14,851,
Lucas Davenport,35,No,Travel_Rarely,Research & Development,23,4,Medical,1826,2,Male,1,Laboratory Technician,3,Married,2705,0,No,3,2,1,2,4,5,0,1516,
Elizabeth Campbell,47,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1827,3,Female,2,Manufacturing Director,2,Divorced,10333,8,Yes,3,3,1,4,3,22,14,32,
Janet Whitaker,40,No,Travel_Rarely,Research & Development,12,3,Life Sciences,1829,2,Female,3,Healthcare Representative,1,Divorced,4448,2,No,3,2,1,3,3,7,7,1900,
Christine Jacobson,54,No,Travel_Rarely,Research & Development,7,4,Medical,1830,4,Female,3,Research Scientist,4,Married,6854,4,No,3,2,1,2,2,7,1,1074,
Taylor Lee,31,No,Travel_Frequently,Sales,7,4,Marketing,1833,1,Female,3,Sales Executive,1,Married,9637,2,No,3,4,2,3,3,3,2,992,
Bridget Humphrey,28,No,Travel_Rarely,Research & Development,1,3,Medical,1834,3,Female,3,Research Scientist,1,Married,3591,1,No,4,3,1,3,3,3,1,1520,
Jessica Hughes,38,No,Travel_Rarely,Sales,2,4,Marketing,1835,2,Female,1,Sales Representative,4,Married,5405,2,Yes,4,1,2,4,2,4,0,1740,
Daniel Reynolds,26,No,Travel_Rarely,Sales,10,3,Medical,1836,3,Male,3,Sales Executive,4,Single,4684,1,No,3,1,0,4,3,5,1,558,
Terry Allen,58,No,Travel_Frequently,Research & Development,15,4,Life Sciences,1837,1,Male,3,Research Director,3,Married,15787,2,Yes,3,2,0,3,3,2,2,226,
Mary Davidson,18,No,Non-Travel,Research & Development,14,3,Medical,1839,2,Female,3,Research Scientist,3,Single,1514,1,No,3,3,0,4,1,0,0,976,
Jeremy Thompson,31,Yes,Travel_Rarely,Human Resources,18,5,Human Resources,1842,4,Male,4,Human Resources,1,Married,2956,0,No,3,3,0,4,3,1,0,1338,2021-05-15
Corey Sullivan,29,Yes,Travel_Rarely,Human Resources,13,3,Human Resources,1844,1,Male,2,Human Resources,1,Divorced,2335,4,Yes,3,4,3,3,3,2,2,1625,2023-02-02
Tiffany Curry,45,No,Non-Travel,Sales,2,4,Life Sciences,1845,3,Female,3,Sales Executive,3,Married,5154,4,No,4,2,2,3,4,8,5,1029,
Katherine Malone,36,No,Travel_Rarely,Research & Development,2,4,Other,1847,4,Female,3,Research Scientist,2,Married,6962,4,Yes,4,4,1,2,3,1,0,1334,
Paul Lee,43,No,Travel_Frequently,Sales,2,4,Life Sciences,1849,1,Male,3,Sales Executive,4,Married,5675,1,No,4,3,1,5,3,7,7,1280,
Tara Hill,27,No,Travel_Frequently,Research & Development,5,2,Life Sciences,1850,4,Female,3,Laboratory Technician,4,Single,2379,0,Yes,3,3,0,3,2,5,0,1595,
Brian Fuentes,29,No,Travel_Frequently,Research & Development,20,1,Medical,1852,4,Male,3,Laboratory Technician,4,Married,3812,1,No,3,2,0,3,4,11,3,505,
Todd Stevens,32,No,Travel_Frequently,Sales,10,4,Marketing,1853,4,Male,3,Sales Executive,4,Single,4648,8,No,3,3,0,2,4,0,0,1527,
Darrell Willis,42,No,Non-Travel,Research & Development,10,4,Technical Degree,1854,3,Male,3,Research Scientist,3,Married,2936,3,No,4,2,2,1,2,6,3,549,
Kelly Velez,47,No,Travel_Rarely,Research & Development,9,4,Life Sciences,1856,2,Female,3,Laboratory Technician,3,Single,2105,4,No,3,3,0,2,3,2,2,381,
Andrew Bell,46,No,Travel_Rarely,Research & Development,2,2,Life Sciences,1857,4,Male,3,Manufacturing Director,4,Divorced,8578,3,No,3,3,1,4,2,9,4,787,
Michael Taylor,28,No,Non-Travel,Human Resources,1,2,Life Sciences,1858,3,Male,3,Human Resources,4,Divorced,2706,1,No,3,2,1,2,3,3,2,1408,
Samuel Rivera,29,No,Travel_Rarely,Research & Development,29,1,Life Sciences,1859,4,Male,1,Healthcare Representative,3,Divorced,6384,8,No,3,4,2,3,3,7,1,259,
Roger Shaw,42,No,Travel_Rarely,Research & Development,8,3,Life Sciences,1860,4,Male,3,Laboratory Technician,3,Single,3968,4,No,3,4,0,3,3,0,0,444,
Albert Bentley,32,Yes,Travel_Rarely,Sales,2,4,Marketing,1862,3,Male,2,Sales Executive,2,Single,9907,7,Yes,3,3,0,3,2,2,2,1204,2023-07-28
Crystal Smith,46,No,Travel_Rarely,Sales,3,3,Technical Degree,1863,1,Female,4,Sales Executive,1,Divorced,13225,2,No,3,4,1,5,3,19,2,1938,
Jessica Koch,27,No,Travel_Rarely,Sales,23,1,Medical,1864,2,Female,2,Sales Representative,3,Married,3540,1,No,4,4,1,5,3,9,5,1048,
Richard Grant,29,No,Travel_Rarely,Human Resources,6,1,Medical,1865,4,Male,2,Human Resources,2,Married,2804,1,No,3,4,0,3,3,1,0,1625,
Tracy Perez,43,No,Travel_Rarely,Research & Development,6,3,Medical,1866,1,Female,2,Manager,3,Married,19392,7,No,3,4,0,2,3,16,6,546,
Marcus Cunningham,48,No,Travel_Rarely,Research & Development,10,3,Life Sciences,1867,4,Male,2,Research Director,2,Married,19665,4,No,3,4,0,3,3,22,12,1595,
Kerry Gibbs,29,Yes,Travel_Frequently,Research & Development,24,2,Life Sciences,1868,4,Male,2,Research Scientist,4,Single,2439,1,Yes,4,2,0,3,2,1,1,546,2021-04-28
Jennifer Jordan,46,Yes,Travel_Rarely,Sales,10,3,Life Sciences,1869,3,Female,3,Sales Executive,2,Married,7314,5,No,4,3,3,2,3,8,0,38,2023-10-24
Sherri Olson,27,No,Travel_Frequently,Research & Development,15,3,Life Sciences,1870,4,Female,2,Research Scientist,1,Married,4774,0,No,3,4,1,2,2,7,7,2031,
Scott Perry,39,No,Travel_Rarely,Research & Development,19,4,Other,1871,4,Male,3,Research Scientist,4,Divorced,3902,8,No,3,2,3,2,3,2,2,1516,
Christopher Sanchez,55,No,Travel_Rarely,Research & Development,2,4,Technical Degree,1873,2,Male,2,Research Scientist,4,Married,2662,8,No,4,2,1,2,4,5,0,809,
Tiffany Lyons,28,No,Travel_Rarely,Sales,3,3,Medical,1875,2,Female,3,Sales Representative,2,Married,2856,1,No,3,4,1,3,3,1,0,981,
Tyler Dixon,30,Yes,Travel_Rarely,Sales,9,3,Medical,1876,2,Male,3,Sales Representative,4,Single,1081,1,No,3,3,0,3,2,1,0,23,2023-03-16
Mark Stevens,22,Yes,Travel_Rarely,Research & Development,7,1,Life Sciences,1878,4,Male,3,Research Scientist,2,Single,2472,1,Yes,4,1,0,2,3,1,0,1288,2025-08-10
Angela Guzman,36,No,Travel_Rarely,Sales,10,4,Technical Degree,1880,2,Female,2,Sales Executive,3,Married,5673,1,Yes,3,1,1,4,3,10,1,298,
Jeffrey Wilson,31,No,Travel_Rarely,Research & Development,20,3,Life Sciences,1881,2,Male,3,Laboratory Technician,3,Divorced,4197,1,No,3,1,1,2,3,10,0,1307,
Fernando Grimes,34,No,Travel_Rarely,Sales,4,3,Life Sciences,1882,3,Male,3,Sales Executive,4,Married,9713,2,Yes,3,4,3,3,3,5,1,1591,
Lawrence Evans,29,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1883,4,Male,3,Laboratory Technician,1,Single,2062,3,No,3,2,0,2,3,3,1,2031,
Matthew Cole,37,No,Travel_Rarely,Research & Development,7,4,Medical,1885,4,Male,3,Research Scientist,1,Married,4284,5,Yes,4,3,1,2,3,5,0,546,
Patricia Mitchell,35,Yes,Travel_Rarely,Research & Development,16,2,Other,1886,4,Female,2,Manufacturing Director,2,Married,4788,0,Yes,3,4,0,2,3,3,0,1866,2021-02-13
Melissa Williams,45,No,Travel_Rarely,Research & Development,25,2,Life Sciences,1888,2,Female,2,Manufacturing Director,4,Married,5906,0,No,3,4,2,2,2,9,3,1900,
Matthew Sandoval,36,No,Travel_Frequently,Human Resources,2,1,Human Resources,1890,2,Male,2,Human Resources,4,Single,3886,1,No,4,4,0,2,2,10,0,731,
Joseph Chapman,40,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1892,1,Male,3,Manager,1,Divorced,16823,2,No,3,1,1,3,3,19,11,1307,
Karen Oliver,26,No,Travel_Rarely,Research & Development,1,2,Life Sciences,1893,2,Female,2,Research Scientist,3,Married,2933,1,Yes,3,3,1,3,2,1,1,1900,
Stephanie Mendez,27,No,Travel_Rarely,Sales,2,2,Medical,1898,1,Female,4,Sales Executive,3,Single,6500,0,No,3,2,0,5,2,8,0,1048,
Kara Garcia,48,No,Travel_Frequently,Research & Development,22,3,Medical,1900,4,Female,3,Manager,4,Divorced,17174,3,No,3,2,1,3,3,22,4,429,
Joshua Anderson,44,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1903,2,Male,4,Healthcare Representative,1,Married,5033,2,No,3,4,1,5,3,2,2,1334,
Johnny Stephens,34,Yes,Non-Travel,Research & Development,16,4,Technical Degree,1905,4,Male,1,Research Scientist,1,Married,2307,1,Yes,4,2,1,2,3,5,3,381,2021-04-07
Michael Kelley,56,Yes,Travel_Rarely,Research & Development,24,2,Life Sciences,1907,1,Male,3,Laboratory Technician,4,Single,2587,1,No,3,4,0,3,3,4,1,1321,2021-01-02
Matthew Oconnell,36,No,Travel_Rarely,Sales,17,2,Marketing,1908,3,Male,2,Sales Executive,2,Married,5507,2,No,3,3,2,1,1,4,1,851,
Stephanie Alexander,41,No,Travel_Rarely,Sales,8,3,Marketing,1909,3,Female,3,Sales Executive,2,Married,4393,5,No,4,3,1,3,3,5,1,410,
Bryan Collins,42,No,Travel_Rarely,Research & Development,6,3,Medical,1911,3,Male,3,Research Director,1,Married,13348,9,No,3,2,1,3,4,13,5,1334,
Monique Martinez,31,No,Travel_Rarely,Sales,10,2,Medical,1912,3,Female,3,Sales Executive,4,Divorced,6583,2,Yes,3,4,1,2,3,5,1,329,
Whitney Brown,34,No,Travel_Rarely,Sales,3,1,Medical,1915,4,Female,2,Sales Executive,4,Married,8103,3,Yes,3,3,0,3,2,4,0,158,
Gabriela Miller,31,No,Travel_Rarely,Research & Development,4,3,Medical,1916,1,Female,4,Laboratory Technician,3,Divorced,3978,8,No,3,2,1,0,2,2,2,549,
Matthew Garcia,26,No,Travel_Frequently,Research & Development,6,3,Other,1918,3,Male,4,Laboratory Technician,4,Married,2544,0,No,3,1,1,3,3,7,7,1892,
Patrick Stanton,45,No,Travel_Frequently,Research & Development,1,4,Medical,1922,2,Male,3,Healthcare Representative,3,Single,5399,4,No,3,3,0,3,3,4,0,976,
Michael Banks,33,No,Travel_Rarely,Sales,10,4,Marketing,1924,2,Male,3,Sales Executive,3,Single,5487,1,No,3,2,0,2,2,10,0,158,
Alejandro Warren,28,No,Travel_Frequently,Sales,1,2,Life Sciences,1927,3,Male,2,Sales Executive,4,Married,6834,1,Yes,3,3,1,2,3,7,0,1124,
Jeffrey Hill,29,Yes,Travel_Frequently,Sales,24,3,Technical Degree,1928,3,Male,4,Sales Representative,1,Single,1091,1,No,3,4,0,3,3,1,0,410,2023-10-27
Denise Brooks,39,No,Non-Travel,Sales,21,4,Life Sciences,1929,1,Female,1,Sales Executive,3,Married,5736,6,No,3,3,1,1,3,3,1,327,
Travis Lee,27,No,Travel_Rarely,Research & Development,2,4,Technical Degree,1931,2,Male,3,Research Scientist,2,Married,2226,1,No,3,3,1,3,2,5,1,546,
Walter Herman,34,No,Travel_Frequently,Research & Development,22,4,Other,1932,3,Male,2,Research Scientist,4,Married,5747,1,Yes,3,2,0,3,3,15,6,569,
Adrienne Ramirez,28,Yes,Travel_Rarely,Sales,13,2,Marketing,1933,4,Female,3,Sales Executive,3,Single,9854,3,Yes,3,4,0,0,3,2,2,1277,2021-08-10
Jeffrey Wallace,47,No,Non-Travel,Research & Development,14,4,Technical Degree,1934,3,Male,3,Research Scientist,2,Married,5467,8,No,3,3,1,4,4,8,1,376,
Rachael Wilkerson,56,No,Travel_Rarely,Sales,11,5,Marketing,1935,4,Female,2,Sales Executive,1,Married,5380,4,No,3,3,1,3,3,0,0,597,
James Blackburn,39,No,Travel_Rarely,Research & Development,9,2,Medical,1936,1,Male,3,Manufacturing Director,1,Married,5151,1,No,4,4,1,3,3,10,7,319,
Jessica Wolfe,38,No,Travel_Frequently,Research & Development,8,3,Medical,1937,4,Female,2,Research Scientist,2,Divorced,2133,1,Yes,3,3,1,3,3,20,0,1892,
Karen Hicks,58,No,Travel_Rarely,Sales,21,3,Life Sciences,1938,4,Female,3,Manager,4,Married,17875,4,Yes,3,3,1,2,2,1,0,1740,
Cassandra Murillo,32,Yes,Travel_Frequently,Research & Development,5,2,Life Sciences,1939,1,Female,4,Research Scientist,3,Single,2432,3,Yes,3,1,0,2,3,4,0,671,2021-02-14
Curtis Brown,38,No,Travel_Rarely,Research & Development,9,2,Life Sciences,1940,2,Male,3,Research Scientist,4,Divorced,4771,2,No,3,4,2,0,4,5,0,1201,
Jermaine Contreras,49,No,Travel_Frequently,Research & Development,2,1,Life Sciences,1941,2,Male,3,Research Director,4,Married,19161,3,No,3,4,0,3,3,5,4,1191,
Cory Everett,42,No,Travel_Rarely,Sales,12,4,Marketing,1943,2,Male,3,Sales Executive,4,Divorced,5087,3,Yes,3,3,2,4,3,0,0,981,
Vanessa Moore,27,Yes,Travel_Frequently,Human Resources,22,3,Human Resources,1944,1,Female,2,Human Resources,2,Married,2863,1,No,3,1,0,2,3,1,0,644,2023-05-24
Christopher Gibson,35,No,Travel_Rarely,Sales,18,4,Medical,1945,2,Male,3,Sales Executive,1,Married,5561,0,No,3,4,1,2,1,5,0,851,
Bob Shea,28,No,Non-Travel,Research & Development,16,3,Medical,1947,3,Male,3,Research Scientist,3,Single,2144,1,No,3,3,0,3,2,5,1,2022,
Antonio Robertson,31,No,Non-Travel,Research & Development,3,2,Medical,1948,3,Male,3,Research Scientist,1,Divorced,3065,1,Yes,3,4,1,3,4,4,2,1109,
Jason Yates,36,No,Non-Travel,Research & Development,9,4,Life Sciences,1949,1,Male,4,Laboratory Technician,2,Married,2810,1,No,4,2,0,3,3,5,0,1900,
Derek Dixon,34,No,Travel_Rarely,Sales,1,3,Marketing,1950,1,Male,3,Sales Executive,4,Single,9888,1,No,4,1,0,3,2,14,2,992,
David Lawson,34,No,Travel_Rarely,Sales,13,4,Medical,1951,4,Male,3,Sales Executive,3,Divorced,8628,1,No,3,3,1,2,2,8,1,1045,
Samuel Freeman,26,No,Travel_Rarely,Research & Development,1,3,Medical,1952,3,Male,3,Laboratory Technician,1,Single,2867,0,No,3,4,0,6,2,7,7,1900,
Gary Washington,29,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1954,1,Male,3,Healthcare Representative,1,Married,5373,0,No,3,1,1,5,2,5,0,264,
Susan Guzman,32,No,Non-Travel,Research & Development,15,4,Medical,1955,3,Female,3,Healthcare Representative,4,Divorced,6667,5,No,3,2,1,6,3,5,1,1074,
Timothy Fisher,31,No,Travel_Frequently,Research & Development,1,3,Life Sciences,1956,4,Male,1,Research Scientist,1,Married,5003,1,No,4,2,0,6,3,10,8,226,
Russell Wallace,28,Yes,Travel_Rarely,Research & Development,17,3,Technical Degree,1960,3,Male,2,Laboratory Technician,4,Divorced,2367,5,No,3,1,1,2,2,4,0,336,2023-07-12
Jorge Mason,38,No,Travel_Rarely,Sales,1,3,Life Sciences,1961,1,Male,2,Sales Representative,1,Single,2858,4,No,3,1,0,3,2,1,0,625,
Donna Adams,35,No,Travel_Rarely,Sales,7,4,Life Sciences,1962,3,Female,3,Sales Executive,4,Married,5204,1,Yes,3,4,0,2,3,10,0,1267,
Jimmy Ayers,27,No,Travel_Rarely,Sales,9,3,Marketing,1965,4,Male,3,Sales Executive,4,Single,4105,1,No,3,1,0,5,3,7,0,1824,
Nathan Moore,32,No,Travel_Rarely,Research & Development,5,4,Life Sciences,1966,4,Male,2,Manufacturing Director,4,Single,9679,8,No,4,2,0,1,3,1,0,671,
Richard Edwards,31,Yes,Travel_Frequently,Sales,26,4,Marketing,1967,1,Male,3,Sales Executive,4,Married,5617,1,Yes,3,3,0,4,3,10,0,327,2023-01-19
Trevor Fuller,53,Yes,Travel_Rarely,Sales,24,4,Life Sciences,1968,1,Male,3,Sales Executive,1,Single,10448,6,Yes,3,2,0,2,2,2,2,1267,2021-06-18
Patricia Fischer,54,No,Travel_Rarely,Research & Development,9,2,Life Sciences,1969,1,Female,3,Research Scientist,3,Married,2897,3,No,3,3,2,6,2,4,2,32,
Brandon Hernandez,33,No,Travel_Frequently,Research & Development,7,2,Life Sciences,1970,4,Male,3,Healthcare Representative,3,Divorced,5968,1,No,4,3,3,2,3,9,2,505,
Tony Edwards,43,No,Travel_Rarely,Research & Development,11,3,Life Sciences,1971,1,Male,3,Healthcare Representative,3,Married,7510,1,No,3,2,1,1,3,10,0,1215,
Jeffrey Delgado,38,No,Travel_Frequently,Human Resources,1,4,Other,1972,4,Male,3,Human Resources,2,Married,2991,0,Yes,3,2,1,2,3,6,1,148,
Matthew Hale,55,No,Travel_Rarely,Human Resources,26,4,Human Resources,1973,3,Male,4,Manager,2,Married,19636,4,Yes,3,1,1,0,3,10,1,1408,
Karina Boyd,31,No,Travel_Rarely,Research & Development,2,1,Medical,1974,4,Female,1,Laboratory Technician,4,Divorced,1129,1,Yes,3,3,3,4,3,1,0,671,
John Brown,39,No,Travel_Rarely,Sales,15,4,Marketing,1975,2,Male,3,Sales Executive,1,Single,13341,0,No,3,1,0,3,3,20,11,851,
Carlos Peterson,42,No,Non-Travel,Research & Development,23,2,Life Sciences,1976,4,Male,2,Research Scientist,3,Single,4332,1,No,3,4,0,2,3,20,3,1306,
Sandra Nelson,31,No,Non-Travel,Research & Development,10,3,Medical,1979,3,Female,3,Research Director,3,Married,11031,4,No,4,3,1,2,4,11,4,787,
Andrea Gardner,54,No,Travel_Rarely,Research & Development,10,3,Medical,1980,3,Female,3,Manufacturing Director,1,Single,4440,6,Yes,3,4,0,3,3,5,1,2022,
Roberto Williams,24,No,Travel_Rarely,Research & Development,1,2,Life Sciences,1981,2,Male,2,Healthcare Representative,3,Single,4617,1,No,3,2,0,2,2,4,1,1334,
Antonio Wolfe,23,No,Travel_Rarely,Research & Development,12,2,Other,1982,4,Male,3,Laboratory Technician,4,Single,2647,1,No,3,3,0,6,4,5,1,671,
Lisa Jimenez,40,No,Travel_Frequently,Research & Development,11,3,Technical Degree,1985,4,Female,3,Laboratory Technician,3,Married,6323,1,No,3,1,1,2,4,10,9,259,
Brittany Barnes,40,No,Travel_Rarely,Sales,2,2,Marketing,1986,2,Female,3,Sales Executive,2,Married,5677,3,No,3,3,1,4,3,11,5,625,
Melissa Schroeder,25,No,Travel_Rarely,Human Resources,2,3,Human Resources,1987,3,Female,3,Human Resources,2,Married,2187,4,No,3,3,0,3,3,2,1,1408,
Paul Morris,30,No,Travel_Rarely,Research & Development,1,2,Medical,1989,4,Male,3,Laboratory Technician,2,Married,3748,1,No,3,3,0,6,2,12,1,84,
James Kennedy,25,No,Travel_Rarely,Research & Development,2,1,Other,1992,4,Male,3,Laboratory Technician,3,Divorced,3977,6,Yes,3,3,1,2,2,2,0,1321,
Michael Ramirez,47,No,Travel_Rarely,Research & Development,25,3,Medical,1993,1,Male,3,Healthcare Representative,3,Single,8633,2,No,4,2,0,3,3,17,12,1256,
Scott Lewis,33,No,Non-Travel,Research & Development,1,2,Medical,1994,2,Male,2,Laboratory Technician,3,Divorced,2008,1,No,3,3,3,2,2,1,0,569,
Garrett Williams,38,No,Travel_Rarely,Sales,1,4,Life Sciences,1995,4,Male,3,Sales Executive,2,Married,4440,0,No,3,1,2,3,3,15,5,625,
Brian Ramos,31,No,Travel_Rarely,Sales,2,2,Life Sciences,1996,1,Male,3,Sales Representative,3,Married,3067,0,No,3,3,1,1,3,2,1,323,
Chad Wallace,38,No,Travel_Frequently,Research & Development,6,4,Life Sciences,1997,1,Male,2,Manufacturing Director,3,Married,5321,2,No,3,4,1,1,3,8,7,1334,
Jerry Allen,42,No,Travel_Rarely,Research & Development,18,4,Life Sciences,1998,4,Male,3,Research Scientist,1,Divorced,5410,6,Yes,3,3,1,3,2,4,1,2022,
Vincent Dunn,41,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1999,4,Male,3,Research Scientist,4,Married,2782,3,No,4,1,1,3,3,5,1,1074,
Sandra Long,47,No,Non-Travel,Research & Development,1,1,Medical,2000,3,Female,3,Research Director,2,Married,11957,0,No,3,1,2,3,1,13,5,1595,
Matthew Moreno,35,No,Travel_Rarely,Research & Development,11,4,Medical,2003,4,Male,3,Laboratory Technician,3,Married,2660,7,Yes,3,3,1,3,3,2,2,549,
Luke Garrett,22,No,Travel_Rarely,Research & Development,1,2,Life Sciences,2007,4,Male,3,Research Scientist,3,Single,3375,0,No,3,4,0,2,4,3,1,1336,
David Brooks,35,No,Travel_Rarely,Research & Development,9,4,Medical,2008,2,Male,3,Research Scientist,3,Single,5098,1,No,3,2,0,5,3,10,0,820,
Jessica Nelson,33,No,Travel_Rarely,Research & Development,15,2,Medical,2009,2,Female,3,Healthcare Representative,4,Married,4878,0,Yes,3,1,1,6,3,9,8,264,
Rebecca Cowan,32,No,Travel_Rarely,Research & Development,29,4,Life Sciences,2010,3,Female,2,Laboratory Technician,2,Single,2837,1,No,3,3,0,3,3,6,4,319,
Jerry Watkins,40,No,Travel_Rarely,Research & Development,1,4,Life Sciences,2012,1,Male,3,Laboratory Technician,4,Married,2406,8,No,3,3,2,3,2,1,0,153,
